lambda_avg
3.992212411782260391e-03
4.057860787328735133e-03
3.229883198853787836e-03
3.532855446520695528e-03
2.661707450389539167e-03
5.726642322724580236e-03
1.219256201092475730e-03
2.742982967368189605e-03
3.576999367639292684e-03
2.296928754644158091e-03
5.874881032595304260e-03
8.034718394453297871e-03
2.768618892477147340e-03
2.146050766982816708e-03
5.065652718754435659e-03
4.019751060899785441e-03
2.656882470191866078e-03
5.211031331815306651e-03
3.871140321893132286e-03
4.195153686049789103e-03
1.223725874099482192e-03
4.063963998661637191e-03
1.219256201092475730e-03
1.305190601883567635e-03
8.722156600947511811e-04
1.219256201092475730e-03
5.891991711808824625e-03
2.552333461528508065e-03
1.590616085654678654e-03
4.812635029744704099e-03
3.948665125947993862e-03
2.772499945712301322e-03
5.466029166890808318e-03
5.603056598037984941e-03
3.851708856744299331e-03
1.219750219751554107e-03
3.491079232385391976e-03
6.980335370153107656e-03
6.221249476555354083e-03
9.663126367128842265e-03
3.379513236764366147e-03
2.323822500125565221e-03
4.382469055724379052e-03
3.656210239601350061e-03
3.684904344356922015e-03
1.223725874099482192e-03
3.628842073185277028e-03
2.922379646254688774e-03
5.730299183748244381e-03
4.468462545776256088e-03
4.133080732827315237e-03
1.306018632911727520e-03
3.260720316301534815e-03
5.515049693887301950e-03
8.733779262029553112e-04
5.024617355557684309e-03
3.538819024714856369e-03
3.000945363186606745e-03
3.463726729002897416e-03
2.295227251445301590e-03
5.802449348666008713e-03
1.219256201092475730e-03
1.305190601883567635e-03
8.722156600947511811e-04
1.219256201092475730e-03
1.052175710617487625e-03
1.253999950823878615e-03
1.305190601883567635e-03
1.328687313638028363e-03
8.722156600947511811e-04
1.219256201092475730e-03
3.114354366041871894e-03
5.335040403199614416e-03
4.979592356847154823e-03
8.171478933365214359e-03
2.998284313546363284e-03
1.947058805884459634e-03
3.934965244745193200e-03
3.722905255804057068e-03
2.759645753433838996e-03
1.219750219751554107e-03
3.736231679686747437e-03
2.711713583509273596e-03
5.644523400306407195e-03
6.402349810900162010e-03
4.058927179998180791e-03
1.304707503939526395e-03
3.070143356515904476e-03
8.258370366199451959e-03
8.714271957930096570e-04
5.231713642740398913e-03
6.020109336127447974e-03
2.983616033970473268e-03
2.367033090747623116e-03
5.131629663274332558e-03
7.395069179030480319e-03
6.165049410661574761e-03
9.024511224196301098e-03
8.354742860085698913e-03
7.962850325075529478e-03
1.223725874099482192e-03
2.937168825741864626e-03
2.435340336324093823e-03
5.086464335776660559e-03
3.926957600158972883e-03
3.661159362809669662e-03
1.306018632911727520e-03
2.903058422970459899e-03
4.927536583988089379e-03
8.733779262029553112e-04
4.329711056826003948e-03
4.189448444353913170e-03
2.584391728921786764e-03
5.338728661777075897e-03
5.365444312018809690e-03
4.574909689380320457e-03
1.050028161115992668e-03
3.062782509706424641e-03
6.108618174806054735e-03
1.255060287259330805e-03
4.391134198749255431e-03
3.925308473718459173e-03
4.891836822484070535e-03
1.325933132077927864e-03
3.736899570533195464e-03
2.229802716169657778e-03
4.079019570826192438e-03
2.946595550846972840e-03
2.833788579033728796e-03
3.234762083065705757e-03
4.457839817906731825e-03
7.526141393785617043e-03
2.520012705004556330e-03
1.828758622369731045e-03
4.858049373076493010e-03
3.923569933476918174e-03
2.762858366609939002e-03
5.143791497525610976e-03
4.801243360620714891e-03
3.962024713042655924e-03
1.219772005440568829e-03
1.219256201092475730e-03
1.305190601883567635e-03
8.722156600947511811e-04
1.219256201092475730e-03
1.052175710617487625e-03
1.253999950823878615e-03
1.305190601883567635e-03
1.328687313638028363e-03
8.722156600947511811e-04
1.219256201092475730e-03
1.275081921173249182e-03
6.025466247801664326e-04
1.052175710617487625e-03
1.566212164349251425e-03
1.253999950823878615e-03
1.305190601883567635e-03
1.211849719981734691e-03
1.328687313638028363e-03
8.722156600947511811e-04
1.219256201092475730e-03
6.238890321734235148e-03
2.764502465468154750e-03
1.686694591562966231e-03
4.956057915504017905e-03
6.161939439288901220e-03
4.480926016303190228e-03
7.595796253721194373e-03
9.469004240361410946e-03
6.442772511132481214e-03
1.219750219751554107e-03
2.470647728428316224e-03
1.861501601377427671e-03
5.280718402115968345e-03
