lambda_avg
5.156569474906524432e-03
5.144542322760538994e-03
2.795933886480870493e-03
4.519963908743692381e-03
5.584954497295366825e-03
4.246432113224023544e-03
3.500959613092763292e-03
1.409758597538869618e-03
2.870025094563310314e-03
2.019897680093493339e-03
2.352696110442534499e-03
4.116223281474342549e-03
1.141797013613377086e-03
5.221802884548388743e-03
1.153035870852826003e-03
6.775222677197314733e-03
4.490055425935716993e-03
2.528245193046941425e-03
4.321660078849209885e-03
1.010289277572484030e-03
